id,upname,name,zipcode,department_id,region_id,longitude,latitude
9502,AMBONIL,Ambonil,26800,26,82,4.9,44.7833
9503,PELONNE,Pelonne,26510,26,82,5.38333,44.3833
9504,SAINT-AGNAN-EN-VERCORS,Saint-Agnan-en-Vercors,26420,26,82,5.41667,44.9333
9505,CHATILLON-EN-DIOIS,Châtillon-en-Diois,26410,26,82,5.46667,44.6833
9506,ESPELUCHE,Espeluche,26780,26,82,4.81667,44.5167
9507,DIE,Die,26150,26,82,5.36667,44.75
9508,ESTABLET,Establet,26470,26,82,5.45,44.5167
9509,LIVRON-SUR-DROME,Livron-sur-Drôme,26250,26,82,4.85,44.7667
9510,GRANE,Grane,26400,26,82,4.91667,44.7333
9511,VILLEBOIS-LES-PINS,Villebois-les-Pins,05700,26,82,5.6,44.3167
9512,EYROLES,Eyroles,26110,26,82,5.21667,44.4167
9513,SAOU,Saou,26400,26,82,5.06667,44.65
9514,ANNEYRON,Anneyron,26140,26,82,4.9,45.2667
9515,SAINTE-JALLE,Sainte-Jalle,26110,26,82,5.28333,44.3333
9516,MIRABEL-AUX-BARONNIES,Mirabel-aux-Baronnies,26110,26,82,5.1,44.3
9517,ROUSSAS,Roussas,26230,26,82,4.8,44.4333
9518,BENIVAY-OLLON,Bénivay-Ollon,26170,26,82,5.18333,44.3
9519,MONTBOUCHER-SUR-JABRON,Montboucher-sur-Jabron,26740,26,82,4.8,44.55
9520,LA REPARA-AURIPLES,Répara-Auriples,26400,26,82,4.98639,44.6595
9521,LA BATIE-DES-FONDS,Bâtie-des-Fonds,26310,26,82,5.63333,44.5167
9522,LES PRES,Prés,26310,26,82,5.57917,44.5275
9523,MONTELIMAR,Montélimar,26200,26,82,4.75,44.5667
9524,CHAUVAC-LAUX-MONTAUX,Chauvac-Laux-Montaux,26510,26,82,5.51667,44.3167
9525,VOLVENT,Volvent,26470,26,82,5.35,44.5667
9526,DIEULEFIT,Dieulefit,26220,26,82,5.06667,44.5167
9527,EPINOUZE,Épinouze,26210,26,82,4.91667,45.3167
9528,TAULIGNAN,Taulignan,26770,26,82,4.98333,44.45
9529,VALOUSE,Valouse,26110,26,82,5.2,44.4667
9530,POMMEROL,Pommerol,26470,26,82,5.45223,44.4462
9531,EYMEUX,Eymeux,26730,26,82,5.16667,45.0833
9532,LA MOTTE-DE-GALAURE,Motte-de-Galaure,26240,26,82,4.91667,45.2
9533,LA CHARCE,Charce,26470,26,82,5.45,44.4667
9534,BEAURIERES,Beaurières,26310,26,82,5.55,44.5833
9535,FRANCILLON-SUR-ROUBION,Francillon-sur-Roubion,26400,26,82,5.08333,44.6167
9536,CHALANCON,Chalancon,26470,26,82,5.35,44.5167
9537,LENS-LESTANG,Lens-Lestang,26210,26,82,5.03333,45.2833
9538,TAIN-L'HERMITAGE,Tain-l'Hermitage,26600,26,82,4.85,45.0667
9539,CHARPEY,Charpey,26300,26,82,5.1,44.9333
9540,SAINT-MARCEL-LES-SAUZET,Saint-Marcel-lès-Sauzet,26740,26,82,4.8,44.5833
9541,SAINTE-CROIX,Sainte-Croix,26150,26,82,5.28333,44.7667
9542,FELINES-SUR-RIMANDOULE,Félines-sur-Rimandoule,26160,26,82,5.05251,44.5839
9543,BARNAVE,Barnave,26310,26,82,5.36667,44.65
9544,AUBRES,Aubres,26110,26,82,5.16667,44.3833
9545,BOUCHET,Bouchet,26790,26,82,4.88333,44.3
9546,MARGES,Margès,26260,26,82,5.05,45.15
9547,SAINT-SAUVEUR-EN-DIOIS,Saint-Sauveur-en-Diois,26340,26,82,5.16667,44.6833
9548,SAINT-RESTITUT,Saint-Restitut,26130,26,82,4.78333,44.3333
9549,EYGALAYES,Eygalayes,26560,26,82,5.61667,44.2333
9550,BESAYES,Bésayes,26300,26,82,5.08333,44.9667
9551,LE POET-LAVAL,Poët-Laval,26160,26,82,5.01667,44.5333
9552,CHAMALOC,Chamaloc,26150,26,82,5.38333,44.8
9553,MONTVENDRE,Montvendre,26120,26,82,5.01667,44.8667
9554,VINSOBRES,Vinsobres,26110,26,82,5.06667,44.3333
9555,MIRIBEL,Miribel,26350,26,82,5.11084,45.1992
9556,SAINT-RAMBERT-D'ALBON,Saint-Rambert-d'Albon,26140,26,82,4.81667,45.2833
9557,TEYSSIERES,Teyssières,26220,26,82,5.13333,44.45
9558,LAVAL-D'AIX,Laval-d'Aix,26150,26,82,5.43333,44.7167
9559,TULETTE,Tulette,26790,26,82,4.93333,44.2833
9560,MEVOUILLON,Mévouillon,26560,26,82,5.48333,44.2333
9561,SAINT-AUBAN-SUR-L'OUVEZE,Saint-Auban-sur-l'Ouvèze,26170,26,82,5.41667,44.2833
9562,COBONNE,Cobonne,26400,26,82,5.08333,44.7667
9563,VILLEFRANCHE-LE-CHATEAU,Villefranche-le-Château,26560,26,82,5.51667,44.2167
9564,MONTGUERS,Montguers,26170,26,82,5.45,44.2833
9565,LUC-EN-DIOIS,Luc-en-Diois,26310,26,82,5.45278,44.615
9566,MENGLON,Menglon,26410,26,82,5.46667,44.6667
9567,CRUPIES,Crupies,26460,26,82,5.16667,44.5667
9568,BESIGNAN,Bésignan,26110,26,82,5.33333,44.3167
9569,VAL-MARAVEL,Val-Maravel,26310,26,82,5.56973,44.5917
9570,AUCELON,Aucelon,26340,26,82,5.35,44.6333
9571,PORTES-EN-VALDAINE,Portes-en-Valdaine,26160,26,82,4.9,44.5167
9572,LA LAUPIE,Laupie,26740,26,82,4.83333,44.6
9573,MORNANS,Mornans,26460,26,82,5.11667,44.6
9574,VENTEROL,Venterol,26110,26,82,5.1,44.3833
9575,ALEYRAC,Aleyrac,26770,26,82,4.95,44.5
9576,COMBOVIN,Combovin,26120,26,82,5.08333,44.8667
9577,VESC,Vesc,26220,26,82,5.15,44.5167
9578,GUMIANE,Gumiane,26470,26,82,5.25,44.5167
9579,LARNAGE,Larnage,26600,26,82,4.86667,45.0833
9580,CHAROLS,Charols,26450,26,82,4.95,44.5833
9581,VILLEPERDRIX,Villeperdrix,26510,26,82,5.28333,44.45
9582,SAUZET,Sauzet,26740,26,82,4.81667,44.6
9583,SALETTES,Salettes,26160,26,82,4.96667,44.5667
9584,SAINT-MARCEL-LES-VALENCE,Saint-Marcel-lès-Valence,26320,26,82,4.95,44.9667
9585,SAINT-MARTIN-EN-VERCORS,Saint-Martin-en-Vercors,26420,26,82,5.45,45.0167
9586,BOURDEAUX,Bourdeaux,26460,26,82,5.13333,44.5833
9587,LA ROCHE-SUR-LE-BUIS,Roche-sur-le-Buis,26170,26,82,5.31667,44.2833
9588,BEAUREGARD-BARET,Beauregard-Baret,26300,26,82,5.18333,44.9833
9589,REILHANETTE,Reilhanette,26570,26,82,5.41667,44.1667
9590,MONTMEYRAN,Montmeyran,26120,26,82,4.98333,44.8333
9591,BRETTE,Brette,26340,26,82,5.31667,44.5833
9592,SOYANS,Soyans,26400,26,82,5.01667,44.6333
9593,BEAUVALLON,Beauvallon,26800,26,82,4.91667,44.8667
9594,VERS-SUR-MEOUGE,Vers-sur-Méouge,26560,26,82,5.55,44.2333
9595,MISCON,Miscon,26310,26,82,5.53333,44.6333
9596,BARSAC,Barsac,26150,26,82,5.28333,44.7333
9597,LES PILLES,Pilles,26110,26,82,5.2,44.3833
9598,OURCHES,Ourches,26120,26,82,5.03333,44.8
9599,CONDILLAC,Condillac,26740,26,82,4.81667,44.6333
9600,ROMEYER,Romeyer,26150,26,82,5.40889,44.7795
9601,REAUVILLE,Réauville,26230,26,82,4.93333,44.4333
9602,RIMON-ET-SAVEL,Rimon-et-Savel,26340,26,82,5.3,44.6667
9603,SAINT-MAY,Saint-May,26510,26,82,5.31667,44.4333
9604,SERVES-SUR-RHONE,Serves-sur-Rhône,26600,26,82,4.81667,45.1333
9605,SAINT-JULIEN-EN-VERCORS,Saint-Julien-en-Vercors,26420,26,82,5.45,45.05
9606,ALBON,Albon,26140,26,82,4.86667,45.2333
9607,PRADELLE,Pradelle,26340,26,82,5.3,44.6
9608,VACHERES-EN-QUINT,Vachères-en-Quint,26150,26,82,5.26667,44.7833
9609,CURNIER,Curnier,26110,26,82,5.23333,44.3833
9610,CLIOUSCLAT,Cliousclat,26270,26,82,4.83333,44.7167
9611,MOLIERES-GLANDAZ,Molières-Glandaz,26150,26,82,5.4,44.7333
9612,LUS-LA-CROIX-HAUTE,Lus-la-Croix-Haute,26620,26,82,5.7,44.6667
9613,PLAN-DE-BAIX,Plan-de-Baix,26400,26,82,5.16667,44.8167
9614,ROCHEFORT-EN-VALDAINE,Rochefort-en-Valdaine,26160,26,82,4.86028,44.5156
9615,CLANSAYES,Clansayes,26130,26,82,4.8,44.3667
9616,ANCONE,Ancône,26200,26,82,4.73333,44.5833
9617,UPIE,Upie,26120,26,82,4.95,44.8
9618,CHAMARET,Chamaret,26230,26,82,4.9,44.4
9619,CHATILLON-SAINT-JEAN,Châtillon-Saint-Jean,26750,26,82,5.13333,45.0833
9620,SAINT-DIZIER-EN-DIOIS,Saint-Dizier-en-Diois,26310,26,82,5.48333,44.5167
9621,CLAVEYSON,Claveyson,26240,26,82,4.93333,45.1833
9622,ETOILE-SUR-RHONE,Étoile-sur-Rhône,26800,26,82,4.9,44.8333
9623,PARNANS,Parnans,26750,26,82,5.15,45.1
9624,SAINT-CHRISTOPHE-ET-LE-LARIS,Saint-Christophe-et-le-Laris,26350,26,82,5.06667,45.2167
9625,PONET-ET-SAINT-AUBAN,Ponet-et-Saint-Auban,26150,26,82,5.31667,44.7833
9626,OMBLEZE,Omblèze,26400,26,82,5.21667,44.8667
9627,LES TONILS,Tonils,26460,26,82,5.2,44.5833
9628,SAINT-BARTHELEMY-DE-VALS,Saint-Barthélemy-de-Vals,26240,26,82,4.86667,45.1667
9629,BONLIEU-SUR-ROUBION,Bonlieu-sur-Roubion,26160,26,82,4.86667,44.5833
9630,SAVASSE,Savasse,26740,26,82,4.78333,44.6
9631,BELLEGARDE-EN-DIOIS,Bellegarde-en-Diois,26470,26,82,5.43333,44.5333
9632,SAINT-DONAT-SUR-L'HERBASSE,Saint-Donat-sur-l'Herbasse,26260,26,82,5,45.1167
9633,ROCHEBAUDIN,Rochebaudin,26160,26,82,5.03333,44.5833
9634,LES TOURRETTES,Tourrettes,26740,26,82,4.78945,44.6614
9635,BEZAUDUN-SUR-BINE,Bézaudun-sur-Bîne,26460,26,82,5.16667,44.6
9636,MONTMAUR-EN-DIOIS,Montmaur-en-Diois,26150,26,82,5.38333,44.6833
9637,COLONZELLE,Colonzelle,26230,26,82,4.91667,44.4
9638,VERCHENY,Vercheny,26340,26,82,5.25,44.7167
9639,MUREILS,Mureils,26240,26,82,4.93333,45.2
9640,PUYGIRON,Puygiron,26160,26,82,4.85,44.5333
9641,GERVANS,Gervans,26600,26,82,4.83333,45.1
9642,CHASTEL-ARNAUD,Chastel-Arnaud,26340,26,82,5.2,44.6667
9643,TERSANNE,Tersanne,26390,26,82,5.01667,45.2167
9644,SAINT-LAURENT-EN-ROYANS,Saint-Laurent-en-Royans,26190,26,82,5.33333,45.0333
9645,HAUTERIVES,Hauterives,26390,26,82,5.03333,45.25
9646,TRESCHENU-CREYERS,Treschenu-Creyers,26410,26,82,5.55389,44.7375
9647,PONT-DE-L'ISERE,Pont-de-l'Isère,26600,26,82,4.88333,45
9648,RIOMS,Rioms,26170,26,82,5.45,44.2667
9649,BOURG-LES-VALENCE,Bourg-lès-Valence,26500,26,82,4.88333,44.95
9650,BEAUFORT-SUR-GERVANNE,Beaufort-sur-Gervanne,26400,26,82,5.15,44.7833
9651,ALLEX,Allex,26400,26,82,4.91667,44.7667
9652,CHANTEMERLE-LES-GRIGNAN,Chantemerle-lès-Grignan,26230,26,82,4.83333,44.4
9653,BARCELONNE,Barcelonne,26120,26,82,5.05,44.8667
9654,MONTCLAR-SUR-GERVANNE,Montclar-sur-Gervanne,26400,26,82,5.15,44.75
9655,LEMPS,Lemps,26510,26,82,5.41889,44.3512
9656,CHANOS-CURSON,Chanos-Curson,26600,26,82,4.91667,45.0667
9657,SAINT-BENOIT-EN-DIOIS,Saint-Benoit-en-Diois,26340,26,82,5.28333,44.6667
9658,PEYRINS,Peyrins,26380,26,82,5.05,45.0833
9659,ROCHEBRUNE,Rochebrune,26110,26,82,5.25,44.3333
9660,MORAS-EN-VALLOIRE,Moras-en-Valloire,26210,26,82,4.98333,45.2833
9661,AUTICHAMP,Autichamp,26400,26,82,4.95,44.6833
9662,TRIORS,Triors,26750,26,82,5.11667,45.1
9663,LE POET-EN-PERCIP,Poët-en-Percip,26170,26,82,5.38333,44.25
9664,CHATEAUDOUBLE,Châteaudouble,26120,26,82,5.1,44.9
9665,MONTELIER,Montélier,26120,26,82,5.03333,44.9333
9666,LORIOL-SUR-DROME,Loriol-sur-Drôme,26270,26,82,4.81667,44.75
9667,SAINT-PAUL-TROIS-CHATEAUX,Saint-Paul-Trois-Châteaux,26130,26,82,4.76667,44.35
9668,CHARENS,Charens,26310,26,82,5.51667,44.55
9669,SAHUNE,Sahune,26510,26,82,5.26667,44.4167
9670,PORTES-LES-VALENCE,Portes-lès-Valence,26800,26,82,4.88333,44.8667
9671,VERCLAUSE,Verclause,26510,26,82,5.43333,44.3833
9672,MANAS,Manas,26160,26,82,4.98333,44.6
9673,LA GARDE-ADHEMAR,Garde-Adhémar,26700,26,82,4.75,44.4
9674,GEYSSANS,Geyssans,26750,26,82,5.1,45.1333
9675,SUZE-LA-ROUSSE,Suze-la-Rousse,26790,26,82,4.85,44.2833
9676,ARNAYON,Arnayon,26470,26,82,5.31667,44.4833
9677,LEONCEL,Léoncel,26190,26,82,5.2,44.9
9678,MARSAZ,Marsaz,26260,26,82,4.94334,45.1173
9679,LE POET-CELARD,Poët-Célard,26460,26,82,5.1,44.6
9680,ALIXAN,Alixan,26300,26,82,5.03333,44.9667
9681,GRIGNAN,Grignan,26230,26,82,4.9,44.4167
9682,BEAUMONT-MONTEUX,Beaumont-Monteux,26600,26,82,4.91667,45.0167
9683,VERCOIRAN,Vercoiran,26170,26,82,5.33333,44.3
9684,SAINT-LAURENT-D'ONAY,Saint-Laurent-d'Onay,26350,26,82,5.1,45.1833
9685,HOSTUN,Hostun,26730,26,82,5.2,45.0333
9686,MONTOISON,Montoison,26800,26,82,4.91667,44.7833
9687,BEAUMONT-LES-VALENCE,Beaumont-lès-Valence,26760,26,82,4.96667,44.8667
9688,ROCHE-SAINT-SECRET-BECONNE,Roche-Saint-Secret-Béconne,26770,26,82,5.02862,44.4773
9689,AIX-EN-DIOIS,Aix-en-Diois,26150,26,82,5.41667,44.7167
9690,ORIOL-EN-ROYANS,Oriol-en-Royans,26190,26,82,5.28333,45
9691,PIEGROS-LA-CLASTRE,Piégros-la-Clastre,26400,26,82,5.1,44.6833
9692,ROCHECHINARD,Rochechinard,26190,26,82,5.25,45.0333
9693,SAINT-UZE,Saint-Uze,26240,26,82,4.86667,45.1833
9694,SAINT-FERREOL-TRENTE-PAS,Saint-Ferréol-Trente-Pas,26110,26,82,5.21667,44.4333
9695,MIRMANDE,Mirmande,26270,26,82,4.83333,44.6833
9696,MARIGNAC-EN-DIOIS,Marignac-en-Diois,26150,26,82,5.33333,44.8
9697,CHAUDEBONNE,Chaudebonne,26110,26,82,5.23333,44.4667
9698,RATIERES,Ratières,26330,26,82,4.96667,45.1833
9699,REMUZAT,Rémuzat,26510,26,82,5.35,44.4
9700,SAINT-MARTIN-D'AOUT,Saint-Martin-d'Août,26330,26,82,4.98333,45.2167
9701,LAPEYROUSE-MORNAY,Lapeyrouse-Mornay,26210,26,82,5,45.3167
9702,DIVAJEU,Divajeu,26400,26,82,5.01667,44.7
9703,SAINT-JEAN-EN-ROYANS,Saint-Jean-en-Royans,26190,26,82,5.3,45.0167
9704,BOUVANTE,Bouvante,26190,26,82,5.27056,44.9645
9705,JAILLANS,Jaillans,26300,26,82,5.18333,45.0333
9706,CHATEAUNEUF-DE-GALAURE,Châteauneuf-de-Galaure,26330,26,82,4.95,45.2167
9707,GIGORS-ET-LOZERON,Gigors-et-Lozeron,26400,26,82,5.13333,44.8
9708,MALISSARD,Malissard,26120,26,82,4.96667,44.9
9709,AOUSTE-SUR-SYE,Aouste-sur-Sye,26400,26,82,5.05,44.7167
9710,CROZES-HERMITAGE,Crozes-Hermitage,26600,26,82,4.83333,45.0833
9711,SAINTE-EUPHEMIE-SUR-OUVEZE,Sainte-Euphémie-sur-Ouvèze,26170,26,82,5.38333,44.3
9712,CREPOL,Crépol,26350,26,82,5.06667,45.1833
9713,SOLERIEUX,Solérieux,26130,26,82,4.83333,44.35
9714,GENISSIEUX,Génissieux,26750,26,82,5.08333,45.0833
9715,CLERIEUX,Clérieux,26260,26,82,4.96667,45.0833
9716,DONZERE,Donzère,26290,26,82,4.71667,44.45
9717,BOULC,Boulc,26410,26,82,5.56667,44.65
9718,SEDERON,Séderon,26560,26,82,5.53333,44.2
9719,BEAUMONT-EN-DIOIS,Beaumont-en-Diois,26310,26,82,5.46667,44.5667
9720,CONDORCET,Condorcet,26110,26,82,5.20028,44.4078
9721,CHATEAUNEUF-DU-RHONE,Châteauneuf-du-Rhône,26780,26,82,4.71667,44.4833
9722,SAINT-ROMAN,Saint-Roman,26410,26,82,5.43333,44.6833
9723,SAINT-AVIT,Saint-Avit,26330,26,82,4.96667,45.2
9724,BEAUSEMBLANT,Beausemblant,26240,26,82,4.83333,45.2167
9725,ARPAVON,Arpavon,26110,26,82,5.26667,44.3667
9726,LESCHES-EN-DIOIS,Lesches-en-Diois,26310,26,82,5.53333,44.6
9727,ARTHEMONAY,Arthémonay,26260,26,82,5.05,45.1333
9728,RECOUBEAU-JANSAC,Recoubeau-Jansac,26310,26,82,5.41306,44.6539
9729,MARCHES,Marches,26300,26,82,5.1,44.9833
9730,VASSIEUX-EN-VERCORS,Vassieux-en-Vercors,26420,26,82,5.36667,44.8833
9731,IZON-LA-BRUISSE,Izon-la-Bruisse,26560,26,82,5.6,44.25
9732,LA BAUME-D'HOSTUN,Baume-d'Hostun,26730,26,82,5.23333,45.05
9733,LA BAUME-CORNILLANE,Baume-Cornillane,26120,26,82,5.05,44.8167
9734,PUY-SAINT-MARTIN,Puy-Saint-Martin,26450,26,82,4.96667,44.6333
9735,EURRE,Eurre,26400,26,82,4.98333,44.7667
9736,JONCHERES,Jonchères,26310,26,82,5.4,44.5667
9737,ROCHEGUDE,Rochegude,26790,26,82,4.83333,44.25
9738,PIERRELATTE,Pierrelatte,26700,26,82,4.7,44.3833
9739,PONT-DE-BARRET,Pont-de-Barret,26160,26,82,5.01667,44.6
9740,LE POET-SIGILLAT,Poët-Sigillat,26110,26,82,5.31667,44.3667
9741,LA BATIE-ROLLAND,Bâtie-Rolland,26160,26,82,4.85,44.55
9742,BOURG-DE-PEAGE,Bourg-de-Péage,26300,26,82,5.05,45.0333
9743,VALDROME,Valdrôme,26310,26,82,5.58333,44.5
9744,CHATEAUNEUF-DE-BORDETTE,Châteauneuf-de-Bordette,26110,26,82,5.18333,44.3333
9745,ROUSSET-LES-VIGNES,Rousset-les-Vignes,26770,26,82,5.06667,44.4167
9746,PONTAIX,Pontaix,26150,26,82,5.26667,44.75
9747,BEAUVOISIN,Beauvoisin,26170,26,82,5.21667,44.3
9748,MANTHES,Manthes,26210,26,82,5,45.3
9749,GRANGES-LES-BEAUMONT,Granges-les-Beaumont,26600,26,82,4.98306,45.0512
9750,ROTTIER,Rottier,26470,26,82,5.41667,44.4667
9751,ECHEVIS,Échevis,26190,26,82,5.38333,45.0167
9752,LABOREL,Laborel,26560,26,82,5.6,44.2833
9753,LE CHALON,Chalon,26350,26,82,5.08333,45.15
9754,SAINT-ANDEOL,Saint-Andéol,26150,26,82,5.26667,44.8
9755,CHARMES-SUR-L'HERBASSE,Charmes-sur-l'Herbasse,26260,26,82,5.01667,45.1333
9756,SAINT-NAZAIRE-EN-ROYANS,Saint-Nazaire-en-Royans,26190,26,82,5.25,45.0667
9757,SUZE,Suze,26400,26,82,5.11667,44.7667
9758,COMPS,Comps,26220,26,82,5.11667,44.5333
9759,SAINT-PANTALEON-LES-VIGNES,Saint-Pantaléon-les-Vignes,26770,26,82,5.03333,44.4
9760,MERCUROL,Mercurol,26600,26,82,4.9,45.0667
9761,SAINT-MARTIN-LE-COLONEL,Saint-Martin-le-Colonel,26190,26,82,5.28333,44.9833
9762,MIRABEL-ET-BLACONS,Mirabel-et-Blacons,26400,26,82,5.11667,44.7167
9763,LA TOUCHE,Touche,26160,26,82,4.88333,44.5
9764,EYZAHUT,Eyzahut,26160,26,82,5.01667,44.5667
9765,MOLLANS-SUR-OUVEZE,Mollans-sur-Ouvèze,26170,26,82,5.2,44.2333
9766,VERONNE,Véronne,26340,26,82,5.21667,44.75
9767,ALLAN,Allan,26780,26,82,4.78333,44.4833
9768,ESPENEL,Espenel,26340,26,82,5.23333,44.6833
9769,CLEON-D'ANDRAN,Cléon-d'Andran,26450,26,82,4.93333,44.6167
9770,BARBIERES,Barbières,26300,26,82,5.13333,44.95
9771,LACHAU,Lachau,26560,26,82,5.65,44.2333
9772,LA ROCHE-SUR-GRANE,Roche-sur-Grane,26400,26,82,4.93333,44.6833
9773,MONTCHENU,Montchenu,26350,26,82,5.03333,45.2
9774,MONTLAUR-EN-DIOIS,Montlaur-en-Diois,26310,26,82,5.41667,44.6333
9775,PLAISIANS,Plaisians,26170,26,82,5.31667,44.2333
9776,BALLONS,Ballons,26560,26,82,5.65,44.25
9777,SAINT-MICHEL-SUR-SAVASSE,Saint-Michel-sur-Savasse,26750,26,82,5.11667,45.15
9778,BATHERNAY,Bathernay,26260,26,82,5,45.1833
9779,MARSANNE,Marsanne,26740,26,82,4.86667,44.65
9780,PIEGON,Piégon,26110,26,82,5.13333,44.3
9781,SAINT-SORLIN-EN-VALLOIRE,Saint-Sorlin-en-Valloire,26210,26,82,4.95,45.2833
9782,SAINT-SAUVEUR-GOUVERNET,Saint-Sauveur-Gouvernet,26110,26,82,5.35084,44.3373
9783,CHABEUIL,Chabeuil,26120,26,82,5.01667,44.9
9784,LA PENNE-SUR-L'OUVEZE,Penne-sur-l'Ouvèze,26170,26,82,5.21667,44.25
9785,TRUINAS,Truinas,26460,26,82,5.08333,44.5667
9786,SOUSPIERRE,Souspierre,26160,26,82,4.96667,44.5333
9787,VAUNAVEYS-LA-ROCHETTE,Vaunaveys-la-Rochette,26400,26,82,5.03278,44.7681
9788,MALATAVERNE,Malataverne,26780,26,82,4.75112,44.4875
9789,MONTMIRAL,Montmiral,26750,26,82,5.15,45.15
9790,SAILLANS,Saillans,26340,26,82,5.18333,44.7
9791,ROCHEFORT-SAMSON,Rochefort-Samson,26300,26,82,5.15,44.9667
9792,EROME,Érôme,26600,26,82,4.81667,45.1167
9793,AULAN,Aulan,26570,26,82,5.43333,44.2167
9794,LA ROCHETTE-DU-BUIS,Rochette-du-Buis,26170,26,82,5.41667,44.2667
9795,ANDANCETTE,Andancette,26140,26,82,4.8,45.2333
9796,MOURS-SAINT-EUSEBE,Mours-Saint-Eusèbe,26540,26,82,5.05,45.0667
9797,SAINT-THOMAS-EN-ROYANS,Saint-Thomas-en-Royans,26190,26,82,5.3,45.05
9798,LA CHAPELLE-EN-VERCORS,Chapelle-en-Vercors,26420,26,82,5.41667,44.9667
9799,PIERRELONGUE,Pierrelongue,26170,26,82,5.21667,44.25
9800,MONTBRUN-LES-BAINS,Montbrun-les-Bains,26570,26,82,5.43333,44.1833
9801,VASCOEUIL,Vascoeuil,27910,27,23,1.38333,49.45
9802,SAINT-ETIENNE-SOUS-BAILLEUL,Saint-Étienne-sous-Bailleul,27920,27,23,1.4,49.1167
9803,TOURNEDOS-BOIS-HUBERT,Tournedos-Bois-Hubert,27180,27,23,0.983333,49.0833
9804,COMBON,Combon,27170,27,23,0.883333,49.1
9805,TROUVILLE-LA-HAULE,Trouville-la-Haule,27680,27,23,0.566667,49.4167
9806,BOISSET-LES-PREVANCHES,Boisset-les-Prévanches,27120,27,23,1.33333,48.9667
9807,BRESTOT,Brestot,27350,27,23,0.683333,49.35
9808,LE FIDELAIRE,Fidelaire,27190,27,23,0.816667,48.95
9809,HARCOURT,Harcourt,27800,27,23,0.8,49.1667
9810,SAINT-PIERRE-DE-CERNIERES,Saint-Pierre-de-Cernières,27390,27,23,0.516667,48.95
9811,DANGU,Dangu,27720,27,23,1.7,49.25
9812,SAINT-PIERRE-DE-SALERNE,Saint-Pierre-de-Salerne,27800,27,23,0.666667,49.2
9813,ECAUVILLE,Écauville,27110,27,23,1,49.1167
9814,LOUYE,Louye,27650,27,23,1.31667,48.8
9815,LA POTERIE-MATHIEU,Poterie-Mathieu,27560,27,23,0.55,49.2667
9816,SUZAY,Suzay,27420,27,23,1.51667,49.2833
9817,LE PLESSIS-GROHAN,Plessis-Grohan,27180,27,23,1.15,48.9333
9818,NEAUFLES-SAINT-MARTIN,Neaufles-Saint-Martin,27830,27,23,1.73333,49.2833
9819,SAINT-ETIENNE-DU-VAUVRAY,Saint-Étienne-du-Vauvray,27430,27,23,1.21667,49.25
9820,LE RONCENAY-AUTHENAY,Roncenay-Authenay,27240,27,23,1.04556,48.8589
9821,CLAVILLE,Claville,27180,27,23,1.01667,49.05
9822,AMECOURT,Amécourt,27140,27,23,1.73333,49.3833
9823,CAILLOUET-ORGEVILLE,Caillouet-Orgeville,27120,27,23,1.31667,49
9824,LA NEUVE-LYRE,Neuve-Lyre,27330,27,23,0.75,48.9
9825,SAINT-PIERRE-DE-BAILLEUL,Saint-Pierre-de-Bailleul,27920,27,23,1.4,49.1167
9826,VESLY,Vesly,27870,27,23,1.65,49.2333
9827,BOURG-BEAUDOUIN,Bourg-Beaudouin,27380,27,23,1.30695,49.3864
9828,GISORS,Gisors,27140,27,23,1.78333,49.2833
9829,LES BARILS,Barils,27130,27,23,0.816667,48.7333
9830,GROSSOEUVRE,Grossoeuvre,27220,27,23,1.2,48.9417
9831,MANDRES,Mandres,27130,27,23,0.866667,48.75
9832,ROMILLY-LA-PUTHENAYE,Romilly-la-Puthenaye,27170,27,23,0.85,49
9833,BOSNORMAND,Bosnormand,27670,27,23,0.9,49.2833
9834,SURTAUVILLE,Surtauville,27400,27,23,1.06667,49.2
9835,GROSLEY-SUR-RISLE,Grosley-sur-Risle,27170,27,23,0.816667,49.05
9836,SYLVAINS-LES-MOULINS,Sylvains-les-Moulins,27240,27,23,1.08972,48.9192
9837,MANDEVILLE,Mandeville,27370,27,23,1.01667,49.2167
9838,THOMER-LA-SOGNE,Thomer-la-Sôgne,27240,27,23,1.16667,48.9167
9839,SAINT-CYR-DE-SALERNE,Saint-Cyr-de-Salerne,27800,27,23,0.666667,49.1833
9840,LIGNEROLLES,Lignerolles,27220,27,23,1.28333,48.85
9841,ECOUIS,Écouis,27440,27,23,1.43333,49.3167
9842,SAINT-CHRISTOPHE-SUR-AVRE,Saint-Christophe-sur-Avre,27820,27,23,0.816667,48.7
9843,BARQUET,Barquet,27170,27,23,0.866667,49.05
9844,VIEUX-VILLEZ,Vieux-Villez,27600,27,23,1.28333,49.1667
9845,HEUDICOURT,Heudicourt,27860,27,23,1.66667,49.3333
9846,PERRIERS-LA-CAMPAGNE,Perriers-la-Campagne,27170,27,23,0.766667,49.15
9847,PORTE-JOIE,Porte-Joie,27430,27,23,1.25,49.25
9848,LOUVIERS,Louviers,27400,27,23,1.16667,49.2167
9849,SAINT-AUBIN-DE-SCELLON,Saint-Aubin-de-Scellon,27230,27,23,0.466667,49.1667
9850,CAHAIGNES,Cahaignes,27420,27,23,1.6,49.2
9851,BOIS-ARNAULT,Bois-Arnault,27250,27,23,0.733333,48.8167
9852,LES THILLIERS-EN-VEXIN,Thilliers-en-Vexin,27420,27,23,1.60889,49.2364
9853,VANDRIMARE,Vandrimare,27380,27,23,1.35,49.3833
