id,upname,name,zipcode,department_id,region_id,longitude,latitude
1,OZAN,Ozan,01190,1,82,4.91667,46.3833
2,CORMORANCHE-SUR-SAONE,Cormoranche-sur-Saône,01290,1,82,4.83333,46.2333
3,PLAGNE,Plagne,01130,1,82,5.73333,46.1833
4,TOSSIAT,Tossiat,01250,1,82,5.31667,46.1333
5,POUILLAT,Pouillat,01250,1,82,5.43333,46.3333
6,TORCIEU,Torcieu,01230,1,82,5.4,45.9167
7,REPLONGES,Replonges,01620,1,82,4.88333,46.3
8,CORCELLES,Corcelles,01110,1,82,5.58333,46.0333
9,PERON,Péron,01630,1,82,5.93333,46.2
10,RELEVANT,Relevant,01990,1,82,4.95,46.0833
11,CHAVEYRIAT,Chaveyriat,01660,1,82,5.06667,46.1833
12,VAUX-EN-BUGEY,Vaux-en-Bugey,01150,1,82,5.35,45.9167
13,MAILLAT,Maillat,01430,1,82,5.55,46.1333
14,FARAMANS,Faramans,01800,1,82,5.11667,45.9
15,BEON,Béon,01350,1,82,5.75,45.8333
16,SAINT-BERNARD,Saint-Bernard,01600,1,82,4.73723,45.945
17,ROSSILLON,Rossillon,01510,1,82,5.6,45.8333
18,PONT-D'AIN,Pont-d'Ain,01160,1,82,5.33333,46.05
19,NANTUA,Nantua,01460,1,82,5.61667,46.15
20,CHAVANNES-SUR-REYSSOUZE,Chavannes-sur-Reyssouze,01190,1,82,5,46.4333
21,NEUVILLE-LES-DAMES,Neuville-les-Dames,01400,1,82,5,46.1667
22,FLAXIEU,Flaxieu,01350,1,82,5.73333,45.8167
23,HOTONNES,Hotonnes,01260,1,82,5.68333,46
24,SAINT-SORLIN-EN-BUGEY,Saint-Sorlin-en-Bugey,01150,1,82,5.36667,45.8833
25,SONGIEU,Songieu,01260,1,82,5.7,45.9667
26,VIRIEU-LE-PETIT,Virieu-le-Petit,01260,1,82,5.71667,45.9
27,SAINT-DENIS-EN-BUGEY,Saint-Denis-en-Bugey,01500,1,82,5.33333,45.95
28,CHARNOZ-SUR-AIN,Charnoz-sur-Ain,01800,1,82,5.21667,45.8667
29,CHAZEY-SUR-AIN,Chazey-sur-Ain,01150,1,82,5.25,45.9
30,MARCHAMP,Marchamp,01680,1,82,5.55,45.7833
31,CULOZ,Culoz,01350,1,82,5.78333,45.85
32,MANTENAY-MONTLIN,Mantenay-Montlin,01560,1,82,5.08333,46.4167
33,MARBOZ,Marboz,01851,1,82,5.25,46.3333
34,FOISSIAT,Foissiat,01340,1,82,5.18333,46.3667
35,TREFFORT-CUISIAT,Treffort-Cuisiat,01370,1,82,5.36834,46.2714
36,IZIEU,Izieu,01300,1,82,5.63333,45.65
37,SAINT-ETIENNE-DU-BOIS,Saint-Étienne-du-Bois,01370,1,82,5.28333,46.2833
38,HAUTEVILLE-LOMPNES,Hauteville-Lompnes,01110,1,82,5.6,45.9667
39,SAINT-TRIVIER-SUR-MOIGNANS,Saint-Trivier-sur-Moignans,01990,1,82,4.9,46.0667
40,PEYRIAT,Peyriat,01430,1,82,5.51667,46.15
41,EVOSGES,Évosges,01230,1,82,5.5,45.9583
42,PONCIN,Poncin,01450,1,82,5.4,46.0833
43,CRANS,Crans,01320,1,82,5.21667,45.9667
44,MONTREAL-LA-CLUSE,Montréal-la-Cluse,01460,1,82,5.57084,46.1867
45,CLEYZIEU,Cleyzieu,01230,1,82,5.43333,45.9
46,LOMPNIEU,Lompnieu,01260,1,82,5.65,45.9667
47,VILLEREVERSURE,Villereversure,01250,1,82,5.38333,46.1833
48,SAINT-MARTIN-DU-MONT,Saint-Martin-du-Mont,01160,1,82,5.33333,46.1
49,SAINT-GENIS-POUILLY,Saint-Genis-Pouilly,01630,1,82,6.01667,46.25
50,BOLOZON,Bolozon,01450,1,82,5.48333,46.2
51,CONFRANCON,Confrançon,01310,1,82,5.06667,46.2667
52,LOCHIEU,Lochieu,01260,1,82,5.71667,45.9333
53,CHANOZ-CHATENAY,Chanoz-Châtenay,01400,1,82,5.03333,46.1833
54,VILLEBOIS,Villebois,01150,1,82,5.43333,45.85
55,CEIGNES,Ceignes,01430,1,82,5.5,46.1167
56,SAINT-DIDIER-SUR-CHALARONNE,Saint-Didier-sur-Chalaronne,01140,1,82,4.81667,46.1667
57,REVONNAS,Revonnas,01250,1,82,5.33333,46.1667
58,BOURG-SAINT-CHRISTOPHE,Bourg-Saint-Christophe,01800,1,82,5.16667,45.8833
59,CONDEISSIAT,Condeissiat,01400,1,82,5.08333,46.1667
60,PIRAJOUX,Pirajoux,01270,1,82,5.3,46.3833
61,CHALAMONT,Chalamont,01320,1,82,5.16667,46
62,LE PLANTAY,Plantay,01330,1,82,5.08333,46.0167
63,VERSAILLEUX,Versailleux,01330,1,82,5.1,45.9833
64,MONTAGNAT,Montagnat,01250,1,82,5.28333,46.1667
65,VIEU,Vieu,01260,1,82,5.68333,45.9
66,SAINT-ANDRE-DE-CORCY,Saint-André-de-Corcy,01390,1,82,4.95,45.9167
67,BRESSOLLES,Bressolles,01360,1,82,5.1,45.8667
68,PERONNAS,Péronnas,01960,1,82,5.2,46.1833
69,COLOMIEU,Colomieu,01300,1,82,5.61667,45.7333
70,MONTHIEUX,Monthieux,01390,1,82,4.93333,45.95
71,SAINT-JEAN-SUR-REYSSOUZE,Saint-Jean-sur-Reyssouze,01560,1,82,5.06667,46.4
72,GARNERANS,Garnerans,01140,1,82,4.83333,46.2
73,MONTREVEL-EN-BRESSE,Montrevel-en-Bresse,01340,1,82,5.13333,46.3333
74,CONAND,Conand,01230,1,82,5.46667,45.8833
75,CHALLES-LA-MONTAGNE,Challes-la-Montagne,01450,1,82,5.46667,46.1333
76,MOGNENEINS,Mogneneins,01140,1,82,4.81667,46.1333
77,THOISSEY,Thoissey,01140,1,82,4.8,46.1667
78,CHALEINS,Chaleins,01480,1,82,4.8,46.0333
79,NEUVILLE-SUR-AIN,Neuville-sur-Ain,01160,1,82,5.36667,46.0833
80,THIL,Thil,01120,1,82,5.01667,45.8167
81,JUJURIEUX,Jujurieux,01640,1,82,5.41667,46.0333
82,ONCIEU,Oncieu,01230,1,82,5.46667,45.95
83,LURCY,Lurcy,01090,1,82,4.76667,46.0667
84,BALAN,Balan,01360,1,82,5.1,45.8333
85,AMBUTRIX,Ambutrix,01500,1,82,5.33333,45.9333
86,SAINTE-CROIX,Sainte-Croix,01120,1,82,5.05195,45.8942
87,BLYES,Blyes,01150,1,82,5.25,45.85
88,CONZIEU,Conzieu,01300,1,82,5.6,45.7333
89,NIEVROZ,Niévroz,01120,1,82,5.06667,45.8333
90,NURIEUX-VOLOGNAT,Nurieux-Volognat,01460,1,82,5.52667,46.1856
91,AMBLEON,Ambléon,01300,1,82,5.6,45.75
92,SAINT-MAURICE-DE-GOURDANS,Saint-Maurice-de-Gourdans,01800,1,82,5.2,45.8167
93,CHEZERY-FORENS,Chézery-Forens,01200,1,82,5.88333,46.2167
94,SAULT-BRENAZ,Sault-Brénaz,01150,1,82,5.41667,45.85
95,MURS-ET-GELIGNIEUX,Murs-et-Gélignieux,01300,1,82,5.66667,45.6333
96,LE PETIT-ABERGEMENT,Petit-Abergement,01260,1,82,5.65,46.0333
97,CORMOZ,Cormoz,01560,1,82,5.23333,46.45
98,SAINT-MARTIN-DE-BAVEL,Saint-Martin-de-Bavel,01510,1,82,5.68333,45.85
99,SAINT-TRIVIER-DE-COURTES,Saint-Trivier-de-Courtes,01560,1,82,5.08333,46.4667
100,BOYEUX-SAINT-JEROME,Boyeux-Saint-Jérôme,01640,1,82,5.46667,46.0333
101,CHATEAU-GAILLARD,Château-Gaillard,01500,1,82,5.3,45.9667
102,PREMEYZEL,Prémeyzel,01300,1,82,5.65,45.6833
103,ARANDAS,Arandas,01230,1,82,5.48333,45.9
104,CHATENAY,Châtenay,01320,1,82,5.2,46.0333
105,INNIMOND,Innimond,01680,1,82,5.56667,45.7833
106,BOZ,Boz,01190,1,82,4.9,46.4
107,BRIORD,Briord,01470,1,82,5.46667,45.7833
108,REYRIEUX,Reyrieux,01600,1,82,4.81667,45.9333
109,MATAFELON-GRANGES,Matafelon-Granges,01580,1,82,5.56667,46.2667
110,DROM,Drom,01250,1,82,5.36667,46.2167
111,CHATILLON-EN-MICHAILLE,Châtillon-en-Michaille,01200,1,82,5.78333,46.1333
112,POLLIAT,Polliat,01310,1,82,5.13333,46.25
113,VESANCY,Vesancy,01170,1,82,6.08333,46.35
114,MASSIEUX,Massieux,01600,1,82,4.83333,45.9167
115,SAINT-CYR-SUR-MENTHON,Saint-Cyr-sur-Menthon,01380,1,82,4.98333,46.2667
116,SERRIERES-SUR-AIN,Serrières-sur-Ain,01450,1,82,5.45,46.15
117,NIVOLLET-MONTGRIFFON,Nivollet-Montgriffon,01230,1,82,5.43333,45.9833
118,IZERNORE,Izernore,01580,1,82,5.55,46.2167
119,SAINT-NIZIER-LE-DESERT,Saint-Nizier-le-Désert,01320,1,82,5.15,46.05
120,GUEREINS,Guéreins,01090,1,82,4.78333,46.1
121,ILLIAT,Illiat,01140,1,82,4.88333,46.1833
122,LA TRANCLIERE,Tranclière,01160,1,82,5.26667,46.1167
123,SAINT-DIDIER-DE-FORMANS,Saint-Didier-de-Formans,01600,1,82,4.78333,45.95
124,MERIGNAT,Mérignat,01450,1,82,5.43333,46.0667
125,SAINT-ELOI,Saint-Éloi,01800,1,82,5.15,45.9333
126,CHAPELLE-DU-CHATELARD,Chapelle-du-Châtelard,01240,1,82,5.03333,46.0667
127,SAINT-JEAN-DE-NIOST,Saint-Jean-de-Niost,01800,1,82,5.21667,45.8333
128,SAVIGNEUX,Savigneux,01480,1,82,4.85,46
129,NATTAGES,Nattages,01300,1,82,5.76667,45.7333
130,SAINT-BENOIT,Saint-Benoît,01300,1,82,5.58333,45.7
131,DOUVRES,Douvres,01500,1,82,5.36667,45.9833
132,FRANCHELEINS,Francheleins,01090,1,82,4.8,46.0667
133,DORTAN,Dortan,01590,1,82,5.66667,46.3167
134,SAINT-GERMAIN-LES-PAROISSES,Saint-Germain-les-Paroisses,01300,1,82,5.61667,45.7667
135,MIRIBEL,Miribel,01700,1,82,4.95306,45.8245
136,LANCRANS,Lancrans,01200,1,82,5.83333,46.1333
137,ECHENEVEX,Échenevex,01170,1,82,6.03333,46.3167
138,SAINT-JEAN-SUR-VEYLE,Saint-Jean-sur-Veyle,01290,1,82,4.91667,46.25
139,BILLIAT,Billiat,01200,1,82,5.78333,46.0667
140,L'ABERGEMENT-DE-VAREY,Abergement-de-Varey,01640,1,82,5.41667,46
141,VILLENEUVE,Villeneuve,01480,1,82,4.83667,46.0212
142,VILLARS-LES-DOMBES,Villars-les-Dombes,01330,1,82,5.01667,46
143,THEZILLIEU,Thézillieu,01110,1,82,5.6,45.8833
144,SAINT-ETIENNE-SUR-REYSSOUZE,Saint-Étienne-sur-Reyssouze,01190,1,82,5,46.4
145,SOUCLIN,Souclin,01150,1,82,5.41667,45.8667
146,SAINT-JUST,Saint-Just,01250,1,82,5.28,46.1903
147,CIVRIEUX,Civrieux,01390,1,82,4.88333,45.9167
148,ARGIS,Argis,01230,1,82,5.48333,45.9333
149,TALISSIEU,Talissieu,01510,1,82,5.71667,45.8667
150,BIRIEUX,Birieux,01330,1,82,5.03333,45.95
151,SAINT-JULIEN-SUR-VEYLE,Saint-Julien-sur-Veyle,01540,1,82,4.95,46.2
152,THOIRY,Thoiry,01710,1,82,5.97973,46.2364
153,LAIZ,Laiz,01290,1,82,4.88333,46.25
154,CRESSIN-ROCHEFORT,Cressin-Rochefort,01350,1,82,5.76667,45.7667
155,SAINT-CHAMP,Saint-Champ,01300,1,82,5.73333,45.7833
156,SAINT-GEORGES-SUR-RENON,Saint-Georges-sur-Renon,01400,1,82,5.03333,46.1
157,LANTENAY,Lantenay,01430,1,82,5.53333,46.05
158,VERNOUX,Vernoux,01560,1,82,5.11667,46.4833
159,CORMARANCHE-EN-BUGEY,Cormaranche-en-Bugey,01110,1,82,5.6,45.95
160,SAINTE-EUPHEMIE,Sainte-Euphémie,01600,1,82,4.78333,45.9667
161,BEAUPONT,Beaupont,01270,1,82,5.26667,46.4
162,BRENS,Brens,01300,1,82,5.69473,45.7187
163,RAMASSE,Ramasse,01250,1,82,5.35,46.2
164,DIVONNE-LES-BAINS,Divonne-les-Bains,01220,1,82,6.13333,46.3667
165,LEAZ,Léaz,01200,1,82,5.88333,46.1
166,VILLES,Villes,01200,1,82,5.78333,46.0833
167,SAINT-JULIEN-SUR-REYSSOUZE,Saint-Julien-sur-Reyssouze,01560,1,82,5.11667,46.4
168,GROSLEE,Groslée,01680,1,82,5.56667,45.7167
169,VANDEINS,Vandeins,01660,1,82,5.08333,46.2167
170,VERJON,Verjon,01270,1,82,5.35,46.35
171,SAINT-ANDRE-SUR-VIEUX-JONC,Saint-André-sur-Vieux-Jonc,01240,1,82,5.06667,46.15
172,SAINT-ANDRE-D'HUIRIAT,Saint-André-d'Huiriat,01290,1,82,4.91667,46.2167
173,GRILLY,Grilly,01220,1,82,6.11667,46.3333
174,CESSY,Cessy,01170,1,82,6.06667,46.3167
175,ORDONNAZ,Ordonnaz,01510,1,82,5.53333,45.8333
176,VESCOURS,Vescours,01560,1,82,5.03333,46.4667
177,MEILLONNAS,Meillonnas,01370,1,82,5.35,46.25
178,GEOVREISSET,Géovreisset,01100,1,82,5.6,46.25
179,CEYZERIEU,Ceyzérieu,01350,1,82,5.73333,45.8333
180,BEARD-GEOVREISSIAT,Béard-Géovreissiat,01460,1,82,5.56667,46.2
181,LA BURBANCHE,Burbanche,01510,1,82,5.56667,45.85
182,PERREX,Perrex,01540,1,82,4.98333,46.2333
183,VILLEMOTIER,Villemotier,01270,1,82,5.31667,46.35
184,JASSERON,Jasseron,01250,1,82,5.33333,46.2167
185,CORVEISSIAT,Corveissiat,01250,1,82,5.48333,46.2333
186,JOURNANS,Journans,01250,1,82,5.33333,46.15
187,SERMOYER,Sermoyer,01190,1,82,4.98333,46.5
188,CHARIX,Charix,01130,1,82,5.68333,46.1833
189,ARBIGNIEU,Arbignieu,01300,1,82,5.65,45.7333
190,LEYSSARD,Leyssard,01450,1,82,5.46667,46.1667
191,SAINT-JEAN-DE-THURIGNEUX,Saint-Jean-de-Thurigneux,01390,1,82,4.88333,45.95
192,FRANS,Frans,01480,1,82,4.78333,45.9833
193,TENAY,Tenay,01230,1,82,5.5,45.9167
194,BAGE-LA-VILLE,Bâgé-la-Ville,01380,1,82,4.95,46.3167
195,MONTMERLE-SUR-SAONE,Montmerle-sur-Saône,01090,1,82,4.76667,46.0833
196,COURMANGOUX,Courmangoux,01370,1,82,5.36667,46.3333
197,BANEINS,Baneins,01990,1,82,4.9,46.1167
198,LAGNIEU,Lagnieu,01150,1,82,5.35,45.9
199,ATTIGNAT,Attignat,01340,1,82,5.16667,46.2833
200,SAINT-ANDRE-DE-BAGE,Saint-André-de-Bâgé,01380,1,82,4.91667,46.3
201,PONT-DE-VAUX,Pont-de-Vaux,01190,1,82,4.93333,46.4333
202,AMBERIEU-EN-BUGEY,Ambérieu-en-Bugey,01500,1,82,5.35,45.95
203,PEYZIEUX-SUR-SAONE,Peyzieux-sur-Saône,01140,1,82,4.81667,46.1167
204,CROZET,Crozet,01170,1,82,6.01251,46.2806
205,SEYSSEL,Seyssel,01420,1,82,5.83194,45.9597
206,BEYNOST,Beynost,01700,1,82,5,45.8333
207,VERSONNEX,Versonnex,01210,1,82,6.09723,46.3023
208,SAINT-LAURENT-SUR-SAONE,Saint-Laurent-sur-Saône,01620,1,82,4.83333,46.3
209,ARTEMARE,Artemare,01510,1,82,5.7,45.8667
210,MONTRACOL,Montracol,01310,1,82,5.11667,46.1833
211,PARVES,Parves,01300,1,82,5.75,45.75
212,PUGIEU,Pugieu,01510,1,82,5.65,45.8167
213,VIRIEU-LE-GRAND,Virieu-le-Grand,01510,1,82,5.65,45.85
214,SAINT-REMY,Saint-Rémy,01310,1,82,5.16667,46.1833
215,RANCE,Rancé,01390,1,82,4.86667,45.9667
216,GRIEGES,Grièges,01290,1,82,4.85,46.25
217,GRAND-CORENT,Grand-Corent,01250,1,82,5.43333,46.2
218,OUTRIAZ,Outriaz,01430,1,82,5.55,46.0667
219,MONTAGNIEU,Montagnieu,01470,1,82,5.46667,45.8
220,CHAMPAGNE-EN-VALROMEY,Champagne-en-Valromey,01260,1,82,5.68333,45.9
221,AMBERIEUX-EN-DOMBES,Ambérieux-en-Dombes,01330,1,82,4.9,46
222,LA BOISSE,Boisse,01120,1,82,5.03333,45.85
223,PARCIEUX,Parcieux,01600,1,82,4.81667,45.9167
224,SAINT-DIDIER-D'AUSSIAT,Saint-Didier-d'Aussiat,01340,1,82,5.06667,46.3
225,SAINT-NIZIER-LE-BOUCHOUX,Saint-Nizier-le-Bouchoux,01560,1,82,5.15,46.45
226,ARS-SUR-FORMANS,Ars-sur-Formans,01480,1,82,4.81667,45.9833
227,ANGLEFORT,Anglefort,01350,1,82,5.80833,45.9167
228,CORLIER,Corlier,01110,1,82,5.5,46.0333
229,FERNEY-VOLTAIRE,Ferney-Voltaire,01210,1,82,6.11667,46.25
230,SAINT-MAURICE-DE-REMENS,Saint-Maurice-de-Rémens,01500,1,82,5.28333,45.95
231,CHATILLON-LA-PALUD,Châtillon-la-Palud,01320,1,82,5.25,45.9667
232,SAINT-SULPICE,Saint-Sulpice,01340,1,82,5.04167,46.3203
233,SAINT-BOIS,Saint-Bois,01300,1,82,5.63333,45.7
234,VIRIGNIN,Virignin,01300,1,82,5.71667,45.7167
235,PREMILLIEU,Prémillieu,01110,1,82,5.56667,45.8667
236,GENOUILLEUX,Genouilleux,01090,1,82,4.78333,46.1167
237,REYSSOUZE,Reyssouze,01190,1,82,4.91667,46.4333
238,COLLONGES,Collonges,01550,1,82,5.9,46.1333
239,SAINT-GERMAIN-DE-JOUX,Saint-Germain-de-Joux,01130,1,82,5.73333,46.1833
240,BREGNIER-CORDON,Brégnier-Cordon,01300,1,82,5.61667,45.65
241,SAINT-MARTIN-LE-CHATEL,Saint-Martin-le-Châtel,01310,1,82,5.11667,46.2833
242,MARIGNIEU,Marignieu,01300,1,82,5.71667,45.8
243,LES NEYROLLES,Neyrolles,01130,1,82,5.63333,46.1333
244,SULIGNAT,Sulignat,01400,1,82,4.96667,46.1667
245,BENY,Bény,01370,1,82,5.28333,46.3333
246,INJOUX-GENISSIAT,Injoux-Génissiat,01200,1,82,5.78333,46.05
247,CHANAY,Chanay,01420,1,82,5.78333,46
248,CHATILLON-SUR-CHALARONNE,Châtillon-sur-Chalaronne,01400,1,82,4.96667,46.1167
249,FARGES,Farges,01550,1,82,5.91667,46.1667
250,SAINT-ALBAN,Saint-Alban,01450,1,82,5.45,46.1
251,CURTAFOND,Curtafond,01310,1,82,5.08333,46.2667
252,VIRIAT,Viriat,01440,1,82,5.21667,46.25
253,BELLEYDOUX,Belleydoux,01130,1,82,5.76667,46.25
254,BAGE-LE-CHATEL,Bâgé-le-Châtel,01380,1,82,4.93333,46.3
255,SAINTE-OLIVE,Sainte-Olive,01330,1,82,4.93333,46.0167
256,SAINT-GENIS-SUR-MENTHON,Saint-Genis-sur-Menthon,01380,1,82,5.01667,46.2833
257,DOMSURE,Domsure,01270,1,82,5.3,46.4167
258,CHAVANNES-SUR-SURAN,Chavannes-sur-Suran,01250,1,82,5.41667,46.2667
259,PRIAY,Priay,01160,1,82,5.28333,46
260,PEYRIEU,Peyrieu,01300,1,82,5.67751,45.6767
261,LALLEYRIAT,Lalleyriat,01130,1,82,5.71667,46.15
262,SERGY,Sergy,01630,1,82,6,46.25
263,SAINT-MARTIN-DU-FRENE,Saint-Martin-du-Frêne,01430,1,82,5.55,46.1333
264,SAINT-MAURICE-DE-BEYNOST,Saint-Maurice-de-Beynost,01700,1,82,4.96667,45.8333
265,SERVAS,Servas,01240,1,82,5.16667,46.1333
266,CUZIEU,Cuzieu,01300,1,82,5.67445,45.8192
267,JAYAT,Jayat,01340,1,82,5.11667,46.3667
268,LAVOURS,Lavours,01350,1,82,5.76667,45.8
269,CHEVROUX,Chevroux,01190,1,82,4.95,46.3833
270,POLLIEU,Pollieu,01350,1,82,5.75,45.8
271,BELIGNEUX,Béligneux,01360,1,82,5.11667,45.8667
272,BRENAZ,Brénaz,01260,1,82,5.71667,45.95
273,BENONCES,Bénonces,01470,1,82,5.48333,45.8333
274,SAINT-JEAN-LE-VIEUX,Saint-Jean-le-Vieux,01640,1,82,5.38917,46.0284
275,BEAUREGARD,Beauregard,01480,1,82,4.75139,46.002
276,OYONNAX,Oyonnax,01100,1,82,5.66667,46.25
277,MIONNAY,Mionnay,01390,1,82,4.93333,45.9
278,GERMAGNAT,Germagnat,01250,1,82,5.45,46.3167
279,COLIGNY,Coligny,01270,1,82,5.35,46.3833
280,SIMANDRE-SUR-SURAN,Simandre-sur-Suran,01250,1,82,5.41667,46.2167
281,L'ABERGEMENT-CLEMENCIAT,Abergement-Clémenciat,01400,1,82,4.91667,46.15
282,LESCHEROUX,Lescheroux,01560,1,82,5.15,46.4
283,ORNEX,Ornex,01210,1,82,6.1,46.2833
284,DOMMARTIN,Dommartin,01380,1,82,4.99167,46.3417
285,LOMPNAS,Lompnas,01680,1,82,5.51667,45.8
286,BETTANT,Bettant,01500,1,82,5.36667,45.9333
287,ARMIX,Armix,01510,1,82,5.58333,45.85
288,FEILLENS,Feillens,01570,1,82,4.88333,46.3333
289,CHAVORNAY,Chavornay,01510,1,82,5.7,45.8833
290,CHALLEX,Challex,01630,1,82,5.96667,46.1833
291,VONGNES,Vongnes,01350,1,82,5.71667,45.8167
292,MAGNIEU,Magnieu,01300,1,82,5.71667,45.7833
293,GROISSIAT,Groissiat,01810,1,82,5.6,46.2167
294,DOMPIERRE-SUR-CHALARONNE,Dompierre-sur-Chalaronne,01400,1,82,4.9,46.1333
295,MONTLUEL,Montluel,01120,1,82,5.05,45.85
296,LE POIZAT,Poizat,01130,1,82,5.7,46.15
297,HOSTIAZ,Hostiaz,01110,1,82,5.53333,45.9
298,MONTANGES,Montanges,01200,1,82,5.8,46.1667
299,SAINTE-JULIE,Sainte-Julie,01150,1,82,5.28333,45.8833
300,BEY,Bey,01290,1,82,4.85,46.2167
301,SONTHONNAX-LA-MONTAGNE,Sonthonnax-la-Montagne,01580,1,82,5.53333,46.2333
302,MEZERIAT,Mézériat,01660,1,82,5.03333,46.2333
303,BELLIGNAT,Bellignat,01810,1,82,5.61667,46.25
304,SAINT-MARCEL,Saint-Marcel,01390,1,82,4.98723,45.9487
305,BELLEY,Belley,01300,1,82,5.68333,45.7667
306,CORBONOD,Corbonod,01420,1,82,5.81667,45.95
307,NEYRON,Neyron,01700,1,82,4.93223,45.8148
308,SAINT-PAUL-DE-VARAX,Saint-Paul-de-Varax,01240,1,82,5.13333,46.1
309,PRESSIAT,Pressiat,01370,1,82,5.38333,46.3333
310,CHAZEY-BONS,Chazey-Bons,01300,1,82,5.68333,45.8
311,SERVIGNAT,Servignat,01560,1,82,5.06667,46.4333
312,MARLIEUX,Marlieux,01240,1,82,5.06667,46.0667
313,ANDERT-ET-CONDON,Andert-et-Condon,01300,1,82,5.65,45.8
314,HAUTECOURT-ROMANECHE,Hautecourt-Romanèche,01250,1,82,5.41667,46.1583
315,CROTTET,Crottet,01620,1,82,4.9,46.2833
316,DRUILLAT,Druillat,01160,1,82,5.31667,46.0667
317,DOMPIERRE-SUR-VEYLE,Dompierre-sur-Veyle,01240,1,82,5.2,46.0667
318,PEROUGES,Pérouges,01800,1,82,5.18333,45.9
319,RIGNIEUX-LE-FRANC,Rignieux-le-Franc,01800,1,82,5.18333,45.9333
320,GIRON,Giron,01130,1,82,5.76667,46.2333
321,CERDON,Cerdon,01450,1,82,5.46667,46.0833
322,CRUZILLES-LES-MEPILLAT,Cruzilles-lès-Mépillat,01290,1,82,4.88333,46.2167
323,LELEX,Lélex,01410,1,82,5.95,46.3
324,LHOPITAL,Lhôpital,01420,1,82,5.77834,46.0217
325,SEGNY,Ségny,01170,1,82,6.08333,46.3
326,CHEIGNIEU-LA-BALME,Cheignieu-la-Balme,01510,1,82,5.61667,45.8333
327,SAINT-VULBAS,Saint-Vulbas,01150,1,82,5.28333,45.8333
328,ECHALLON,Échallon,01130,1,82,5.74139,46.21
329,LE MONTELLIER,Montellier,01800,1,82,5.06667,45.9333
330,MARTIGNAT,Martignat,01810,1,82,5.6,46.2167
331,CEYZERIAT,Ceyzériat,01250,1,82,5.31667,46.1667
332,MONTCET,Montcet,01310,1,82,5.11667,46.2
333,VONNAS,Vonnas,01540,1,82,5,46.2167
334,BUELLAS,Buellas,01310,1,82,5.13333,46.2
335,SAINT-BENIGNE,Saint-Bénigne,01190,1,82,4.96667,46.4333
336,CHEVILLARD,Chevillard,01430,1,82,5.58333,46.1167
337,BOULIGNEUX,Bouligneux,01330,1,82,5,46.0167
338,CONTREVOZ,Contrevoz,01300,1,82,5.63333,45.8
339,CHAMPDOR,Champdor,01110,1,82,5.6,46.0167
340,PORT,Port,01460,1,82,5.56667,46.1667
341,SURJOUX,Surjoux,01420,1,82,5.8,46.0167
342,CHAMPFROMIER,Champfromier,01410,1,82,5.81667,46.2
343,VESINES,Vésines,01570,1,82,4.86667,46.35
344,SEILLONNAZ,Seillonnaz,01470,1,82,5.48333,45.8
345,VARAMBON,Varambon,01160,1,82,5.31667,46.0333
346,LE GRAND-ABERGEMENT,Grand-Abergement,01260,1,82,5.66667,46.0333
347,JASSANS-RIOTTIER,Jassans-Riottier,01480,1,82,4.75,45.9833
348,ASNIERES-SUR-SAONE,Asnières-sur-Saône,01570,1,82,4.88333,46.3833
349,CONDAMINE,Condamine,01430,1,82,5.56667,46.1167
350,LHUIS,Lhuis,01680,1,82,5.53333,45.75
351,ROMANS,Romans,01400,1,82,5.03333,46.1167
352,PIZAY,Pizay,01120,1,82,5.08333,45.8833
353,CERTINES,Certines,01240,1,82,5.26667,46.1333
354,RUFFIEU,Ruffieu,01260,1,82,5.66667,46
355,MEXIMIEUX,Meximieux,01800,1,82,5.2,45.9
356,SAINT-RAMBERT-EN-BUGEY,Saint-Rambert-en-Bugey,01230,1,82,5.43333,45.95
357,AMBRONAY,Ambronay,01500,1,82,5.35,46
358,CIZE,Cize,01250,1,82,5.43333,46.2
359,SAINT-GERMAIN-SUR-RENON,Saint-Germain-sur-Renon,01240,1,82,5.05,46.0833
360,VILLETTE-SUR-AIN,Villette-sur-Ain,01320,1,82,5.26862,45.9884
361,DAGNEUX,Dagneux,01120,1,82,5.06667,45.85
362,BOISSEY,Boissey,01190,1,82,5,46.3833
363,SALAVRE,Salavre,01270,1,82,5.35,46.3667
364,BRION,Brion,01460,1,82,5.55251,46.1728
365,LABALME,Labalme,01450,1,82,5.48333,46.1
366,SAUVERNY,Sauverny,01220,1,82,6.11667,46.3167
367,MONTCEAUX,Montceaux,01090,1,82,4.8,46.1
368,BRENOD,Brénod,01110,1,82,5.6,46.0667
369,MISERIEUX,Misérieux,01600,1,82,4.81667,45.9833
370,PREVESSIN-MOENS,Prévessin-Moëns,01280,1,82,6.08333,46.25
371,LENT,Lent,01240,1,82,5.2,46.1167
372,MARSONNAS,Marsonnas,01340,1,82,5.06667,46.3333
373,MANZIAT,Manziat,01570,1,82,4.9,46.35
374,TREVOUX,Trévoux,01600,1,82,4.76667,45.9333
375,BELLEGARDE-SUR-VALSERINE,Bellegarde-sur-Valserine,01200,1,82,5.81667,46.1
376,BOURG-EN-BRESSE,Bourg-en-Bresse,01000,1,82,5.21667,46.2
377,CONFORT,Confort,01200,1,82,5.81667,46.15
378,SAINT-DENIS-LES-BOURG,Saint-Denis-lès-Bourg,01000,1,82,5.2,46.2
379,MASSIGNIEU-DE-RIVES,Massignieu-de-Rives,01300,1,82,5.76667,45.75
